canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,type,units,value
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc(C(F)(F)F)cc1,CHEMBL3145267,Inhibition,%,15.0,INH,%,15.0
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1cccc(C(F)(F)F)c1,CHEMBL3145268,Inhibition,%,45.0,INH,%,45.0
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc(C#N)cc1,CHEMBL3145265,Inhibition,%,20.0,INH,%,20.0
CCOC(=O)c1ccc(-c2c(C)[nH]n(-c3ccccn3)c2=O)cc1,CHEMBL3145269,Inhibition,%,,INH,,
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc(F)cc1,CHEMBL3145273,Inhibition,%,38.0,INH,%,38.0
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccccc1,CHEMBL3145270,Inhibition,%,26.0,INH,%,26.0
COc1ccc(-c2c(C)[nH]n(-c3ccccn3)c2=O)cc1,CHEMBL3145263,Inhibition,%,35.0,INH,%,35.0
Cc1[nH]n(-c2ccccn2)c(=O)c1-c1ccc(N)cc1,CHEMBL3145272,Inhibition,%,,INH,,
CCN(CC)c1ccc(-c2c(C)[nH]n(-c3ccccn3)c2=O)cc1,CHEMBL3145264,Inhibition,%,,INH,,
Cc1[nH]n(-c2nc3ccc(F)cc3s2)c(=O)c1-c1ccccc1,CHEMBL3145274,Inhibition,%,6.0,INH,%,6.0
Cc1[nH]n(-c2nc3ccccc3s2)c(=O)c1-c1ccccc1,CHEMBL3145251,Inhibition,%,24.0,INH,%,24.0
Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1-c1ccccc1,CHEMBL3145252,Inhibition,%,93.0,INH,%,93.0
COc1ccc2nc(-n3[nH]c(C)c(-c4ccccc4)c3=O)sc2c1,CHEMBL3145253,Inhibition,%,,INH,,
Cc1[nH]n(-c2nccs2)c(=O)c1-c1ccccc1,CHEMBL3145255,Inhibition,%,21.0,INH,%,21.0
Cc1[nH]n(Cc2ccccn2)c(=O)c1-c1ccccc1,CHEMBL3145256,Inhibition,%,,INH,,
Cc1[nH]n(-c2ncccn2)c(=O)c1-c1ccccc1,CHEMBL3145248,Inhibition,%,,INH,,
Cc1[nH]n(-c2cc(O)cnn2)c(=O)c1-c1ccccc1,CHEMBL3145249,Inhibition,%,,INH,,
Cc1[nH]n(N2C=c3ccccc3=CC2)c(=O)c1-c1ccccc1,CHEMBL3145250,Inhibition,%,,INH,,
Cc1ccc2nc(-n3nc4c(c3O)-c3ccccc3CC4)sc2c1,CHEMBL1933782,Inhibition,%,8.0,INH,%,8.0
COc1ccc2nc(-n3nc4c(c3O)-c3ccccc3CC4)sc2c1,CHEMBL1933783,Inhibition,%,9.0,INH,%,9.0
Oc1c2c(nn1-c1nc3ccc(F)cc3s1)CCc1ccccc1-2,CHEMBL1933784,Inhibition,%,11.0,INH,%,11.0
O=C(O)c1ccc2nc(-n3nc4c(c3O)-c3ccccc3CC4)sc2c1,CHEMBL1933785,Inhibition,%,,INH,,
Oc1c2c(nn1-c1nc3ccccc3s1)CCc1ccccc1-2,CHEMBL1933786,Inhibition,%,1.0,INH,%,1.0
Oc1c2c(nn1-c1ccccn1)CCc1ccccc1-2,CHEMBL1933787,Inhibition,%,44.0,INH,%,44.0
Oc1c2c(nn1-c1nc3ccccc3[nH]1)CCc1ccccc1-2,CHEMBL1933788,Inhibition,%,56.0,INH,%,56.0
[O-][n+]1ccccc1-n1nc2c(c1O)-c1ccccc1CC2,CHEMBL1933789,Inhibition,%,,INH,,
Cc1cccc2sc(-n3nc4c(c3O)-c3ccccc3CC4)nc12,CHEMBL1933790,Inhibition,%,,INH,,
COc1ccc(-c2ccc3c(c2)CCc2nn(-c4ccccn4)c(O)c2-3)cc1,CHEMBL1933791,Inhibition,%,,INH,,
Oc1c2c(nn1-c1ccccn1)CCc1cc(-c3ccccc3)ccc1-2,CHEMBL1933792,Inhibition,%,27.0,INH,%,27.0
Cc1ccc(-c2ccc3c(c2)CCc2nn(-c4ccccn4)c(O)c2-3)cc1,CHEMBL1933793,Inhibition,%,,INH,,
Oc1c2c(nn1-c1ccccn1)CCc1cc(Br)ccc1-2,CHEMBL1933794,Inhibition,%,21.0,INH,%,21.0
N#Cc1ccc2c(c1)CCc1nn(-c3ccccn3)c(O)c1-2,CHEMBL1933795,Inhibition,%,28.0,INH,%,28.0
COc1ccc2c(c1)CCc1nn(-c3ccccn3)c(O)c1-2,CHEMBL1933796,Inhibition,%,,INH,,
O=C(Nc1cnn(Cc2ccncc2)c1)c1ccc2cc3n(c2c1)CCCNC3=O,CHEMBL1933278,Inhibition,%,,INH,,
O=C(c1ccccc1)C(Cn1ccnn1)c1ccccc1,CHEMBL1933692,Inhibition,%,,INH,,
O=C(O[C@@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1)c1ccccc1,CHEMBL1933693,Inhibition,%,,INH,,
CC(=O)O[C@@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1,CHEMBL1933694,Inhibition,%,,INH,,
COCO[C@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1,CHEMBL1933699,Inhibition,%,,INH,,
O[C@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1,CHEMBL1933700,Inhibition,%,,INH,,
CC(=O)O[C@H](c1ccccc1)[C@@H](Cn1ccnn1)c1ccccc1,CHEMBL1933701,Inhibition,%,,INH,,
CC(=O)Nc1cccc(C2CCN(CCCn3nc(-c4ccc(F)c(F)c4)c4ccccc4c3=O)CC2)c1,CHEMBL1934835,Inhibition,%,10.0,INH,%,10.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCC[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,CHEMBL1940246,Inhibition,%,85.0,INH,%,85.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3COC[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,CHEMBL1938415,Inhibition,%,53.0,INH,%,53.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCO[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,CHEMBL1940248,Inhibition,%,23.0,INH,%,23.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CNC[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,CHEMBL1940249,Inhibition,%,27.0,INH,%,27.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCN[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,CHEMBL1940250,Inhibition,%,27.0,INH,%,27.0
CC(C)n1cc(C(=O)c2cncc(N[C@@H]3CCN(C=O)[C@@H]3c3ccc(F)cc3)n2)c2c(N)ncnc21,CHEMBL1940251,Inhibition,%,38.0,INH,%,38.0
CC(=O)N1CC[C@@H](Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)[C@H]1c1ccc(F)cc1,CHEMBL1940252,Inhibition,%,37.0,INH,%,37.0
CC(=O)N1CC[C@@H](Nc2cncc(C(=O)c3cn(C(C)C)c4ncnc(N)c34)n2)[C@H]1c1ccccc1,CHEMBL1940253,Inhibition,%,54.0,INH,%,54.0
CC1=C(C)C(=O)C(CC[C@](C)(O)CCC[C@H](C)CCC[C@H](C)CCCC(C)C)=C(C)C1=O,CHEMBL1223852,Inhibition,%,,INH,,
COc1cc(C)c2nc3[nH]nc(C)c3c(CN3CCCOCC3)c2c1,CHEMBL1940053,Inhibition,%,,INH,,
CC(C)(C)c1cc(NC(=O)NCc2ccccc2Sc2ccc3nnc(-c4ccccc4SCCO)n3c2)n(-c2ccc(O)c(Cl)c2)n1,CHEMBL1938400,Inhibition,%,,INH,,
COc1cc(C)c2nc3[nH]nc(C)c3c(NCc3ccncc3)c2c1,CHEMBL1939800,Inhibition,%,,INH,,
COc1cc(C)c2nc3[nH]nc(C)c3c(NCc3ccccn3)c2c1,CHEMBL1939801,Inhibition,%,,INH,,
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3cccc(CNCCc4c(Cl)cccc4Cl)c3)c2s1,CHEMBL1947157,Inhibition,%,,INH,,
O=c1[nH]c2c(O)ccc([C@@H](O)CNCCc3ccc(CNCCc4c(Cl)cccc4Cl)cc3)c2s1,CHEMBL1944689,Inhibition,%,,INH,,
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,CHEMBL1946837,Inhibition,%,,INH,,
N[C@H]1CC[C@H](Nc2ncc3nc(Nc4ccc(F)cc4F)n(C4CCCC4)c3n2)CC1,CHEMBL1946837,Inhibition,%,,INH,,
O[C@H]1CC[C@H](Nc2ncc3nc(Nc4c(F)cc(F)cc4F)n([C@H]4CCOC4)c3n2)CC1,CHEMBL1950289,Inhibition,%,,INH,,
COc1cc(/C=C2\CCCN3C2=NOC3(C)c2ccc(F)cc2)ccc1-n1cnc(C)c1,CHEMBL1950433,Inhibition,%,,INH,,
C[C@@](N)(CCc1ccc(-c2nc3ccc(C4(c5ccccc5)CC4)nc3s2)c(F)c1)C(=O)O,CHEMBL1950574,Inhibition,%,,INH,,
O=C(Nc1ccc(-c2ccnc3[nH]cnc23)cc1)Nc1cccc(C(=O)O)c1,CHEMBL1951333,Inhibition,%,39.0,INH,%,39.0
CC(C)NC(=O)c1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]ccc34)cc2)c1,CHEMBL1951349,Inhibition,%,36.0,INH,%,36.0
CC(C)NC(=O)c1cccc(NC(=O)Nc2ccc(-c3ccnc(N)n3)cc2)c1,CHEMBL1951441,Inhibition,%,28.0,INH,%,28.0
CC(C)NC(=O)c1cccc(NC(=O)Nc2ccc(-c3ccnc(N)c3)cc2)c1,CHEMBL1951442,Inhibition,%,33.0,INH,%,33.0
Cc1nn(C)c(C)c1NS(=O)(=O)c1c(Cl)cc(-c2ccnc(N3CCNCC3)c2)cc1Cl,CHEMBL1230468,Inhibition,%,10.0,INH,%,10.0
CCS(=O)(=O)c1ccc2oc(Nc3ccc(N4CCOCC4)cc3)nc2c1,CHEMBL1956848,Inhibition,%,46.0,INH,%,46.0
CCS(=O)(=O)c1ccc2oc(Nc3ccc(N4C[C@@H](C)O[C@@H](C)C4)cc3)nc2c1,CHEMBL1956849,Inhibition,%,,INH,,
CS(=O)(=O)N1CCN(Cc2cn3cc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1,CHEMBL1957497,Inhibition,%,25.0,INH,%,25.0
CS(=O)(=O)N1CCN(Cc2cn3c(Cl)c(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3n2)CC1,CHEMBL1957500,Inhibition,%,25.0,INH,%,25.0
COCCNC(=O)c1cn2cc(-c3cccc4[nH]ncc34)nc(N3CCOCC3)c2n1,CHEMBL1957507,Inhibition,%,25.0,INH,%,25.0
CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,CHEMBL521851,Inhibition,%,25.0,INH,%,25.0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c(Cl)c1,CHEMBL1957676,Inhibition,%,49.0,INH,%,49.0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2cccnc2)c(Cl)c1,CHEMBL1957677,Inhibition,%,55.0,INH,%,55.0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,CHEMBL1957790,Inhibition,%,0.0,INH,%,0.0
CCC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,CHEMBL1957791,Inhibition,%,21.0,INH,%,21.0
COC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,CHEMBL1957792,Inhibition,%,46.0,INH,%,46.0
CCOC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccn(C)c(=O)c2)c(Cl)c1,CHEMBL1957793,Inhibition,%,58.0,INH,%,58.0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c(C)c1,CHEMBL1957795,Inhibition,%,40.0,INH,%,40.0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OC(=O)c2cc(F)c(F)cc23)c(C)c1,CHEMBL1957796,Inhibition,%,88.0,INH,%,88.0
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)c(C)c1,CHEMBL1957788,Inhibition,%,68.0,INH,%,68.0
COCC(F)(F)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2ccc(-c3ccccc3CCNC(C)=O)cc2C)cc1,CHEMBL1957789,Inhibition,%,37.0,INH,%,37.0
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2ccc(-c3ccccc3CCNC(C)=O)cc2C)cc1,CHEMBL1957797,Inhibition,%,72.0,INH,%,72.0
CC(=O)NCCc1ccccc1-c1ccc([C@@H](CN)Cc2ccc(OCCOc3c(Cl)cc(C)cc3Cl)cc2)c(C)c1.Cl,CHEMBL1957798,Inhibition,%,74.0,INH,%,74.0
NC(=O)C[S+]([O-])Cc1ccccc1-c1ccc(Cl)cc1,CHEMBL1956397,Inhibition,%,10.0,INH,%,10.0
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1373,Inhibition,%,10.0,INH,%,10.0
COc1cccc2c1nc(C)n2-c1ccc(C(=O)NC2CC2)s1,CHEMBL2012950,Inhibition,%,,INH,,
CC(C)S(=O)(=O)NC[C@H]1CC[C@H](NC(=O)Cn2ccc3cc(Cl)ccc32)CC1,CHEMBL2013020,Inhibition,%,,INH,,
CSc1ccccc1Nc1nc(N2CCNCC2)nc2c(NCC3CC3)ncnc12,CHEMBL2017214,Inhibition,%,,INH,,
N#Cc1c(N2CCOCC2)sc(-c2ncn[nH]2)c1-c1ccc(Cl)cc1Cl,CHEMBL2017653,Inhibition,%,30.0,INH,%,30.0
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,CHEMBL2017974,Inhibition,%,,INH,,
Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,CHEMBL2017974,Inhibition,%,,INH,,
CC(=O)NCCc1ccccc1-c1ccc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c(Cl)c1,CHEMBL1957676,Inhibition,%,49.0,INH,%,49.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Br)no1,CHEMBL2016935,Inhibition,%,22.0,INH,%,22.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)no1,CHEMBL2016936,Inhibition,%,59.0,INH,%,59.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2ccc(F)cc2Cl)no1,CHEMBL2016937,Inhibition,%,36.0,INH,%,36.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2ccccc2Cl)c1Br,CHEMBL2016938,Inhibition,%,76.0,INH,%,76.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc(Cl)c2Cl)c1Br,CHEMBL2017097,Inhibition,%,60.0,INH,%,60.0
Cc1cccc(-c2noc([C@H]3CNCC[C@]3(O)c3ccc(F)c(F)c3)c2Br)c1C,CHEMBL2017098,Inhibition,%,77.0,INH,%,77.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2c(Cl)cccc2Cl)c1Br,CHEMBL2017099,Inhibition,%,82.0,INH,%,82.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1onc(-c2cccc3ccccc23)c1Br,CHEMBL2017100,Inhibition,%,67.0,INH,%,67.0
CC(=O)NCCc1ccccc1-c1noc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,CHEMBL2017101,Inhibition,%,74.0,INH,%,74.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,CHEMBL2017102,Inhibition,%,68.0,INH,%,68.0
O[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1cc(-c2c(Cl)cccc2Cl)on1,CHEMBL2017103,Inhibition,%,60.0,INH,%,60.0
CC(=O)NCCc1cc(F)ccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Br,CHEMBL2017104,Inhibition,%,78.0,INH,%,78.0
CC(=O)NCCc1ccccc1-c1cc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)no1,CHEMBL2017105,Inhibition,%,21.0,INH,%,21.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1Cl,CHEMBL2017106,Inhibition,%,74.0,INH,%,74.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)=O,CHEMBL2017107,Inhibition,%,32.0,INH,%,32.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)O,CHEMBL2017108,Inhibition,%,48.0,INH,%,48.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)c1Br,CHEMBL2017109,Inhibition,%,75.0,INH,%,75.0
CO[C@]1(c2ccc(F)c(F)c2)CCNC[C@@H]1c1noc(-c2ccccc2CCNC(C)=O)c1Br,CHEMBL2017110,Inhibition,%,60.0,INH,%,60.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(C(N)=O)c2ccc(F)c(F)c2)c1Br,CHEMBL2017111,Inhibition,%,86.0,INH,%,86.0
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(OCC(O)CO)c2ccc(F)c(F)c2)c1Br,CHEMBL2017112,Inhibition,%,18.0,INH,%,18.0
COC[C@H](C)COCc1ccc([C@@]2(O)CCNC[C@@H]2c2noc(-c3ccccc3CCNC(C)=O)c2Br)cc1,CHEMBL2017113,Inhibition,%,10.0,INH,%,10.0
COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1,CHEMBL2023231,Inhibition,%,20.0,INH,%,20.0
CCCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,CHEMBL1993941,Inhibition,%,20.0,INH,%,20.0
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,CHEMBL1980297,Inhibition,%,20.0,INH,%,20.0
Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12,CHEMBL1980297,Inhibition,%,,INH,,
C[C@@H](O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1,CHEMBL2022856,Inhibition,%,20.0,INH,%,20.0
c1ccc(-n2cc(-c3ccnc4ccccc34)cn2)cc1,CHEMBL2022867,Inhibition,%,38.0,INH,%,38.0
COc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1,CHEMBL2023457,Inhibition,%,35.0,INH,%,35.0
CCN(CC)C(=O)Oc1ccc2c(-c3cnn(-c4ccccc4)c3)ccnc2c1,CHEMBL2023623,Inhibition,%,35.0,INH,%,35.0
C[C@@H](C(=O)NS(C)(=O)=O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL189475,Inhibition,%,5.0,INH,%,5.0
Cc1csc(NC(=O)[C@H](C)c2ccc(OS(=O)(=O)C(F)(F)F)cc2)n1,CHEMBL2024080,Inhibition,%,60.0,INH,%,60.0
C[C@@H](C(=O)Nc1nc(C(F)(F)F)co1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL2024079,Inhibition,%,82.0,INH,%,82.0
C[C@@H](C(=O)Nc1nc(C(F)(F)F)cs1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL244554,Inhibition,%,52.0,INH,%,52.0
C[C@@H](C(=O)Nc1nnco1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL2024078,Inhibition,%,,INH,,
C[C@@H](C(=O)Nc1nnc[nH]1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL2024077,Inhibition,%,8.0,INH,%,8.0
C[C@@H](C(=O)Nc1ncco1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL390859,Inhibition,%,44.0,INH,%,44.0
C[C@@H](C(=O)Nc1nncs1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL2024076,Inhibition,%,66.0,INH,%,66.0
C[C@@H](C(=O)Nc1nccs1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL244553,Inhibition,%,52.0,INH,%,52.0
C[C@@H](C(=O)Nc1ccccn1)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL244551,Inhibition,%,15.0,INH,%,15.0
C[C@@H](C(=O)O)c1ccc(OS(=O)(=O)C(F)(F)F)cc1,CHEMBL242613,Inhibition,%,5.0,INH,%,5.0
CC(C)CCn1ccc(-c2ccc(Oc3ccncc3)cc2)c(C#N)c1=O,CHEMBL2029800,Inhibition,%,70.0,INH,%,70.0
CC(C)CCn1ccc(-c2ccc(Oc3ccccc3)cc2)c(C#N)c1=O,CHEMBL2029797,Inhibition,%,50.0,INH,%,50.0
CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,CHEMBL2031874,Inhibition,%,,INH,,
CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,CHEMBL2031874,Inhibition,%,,INH,,
CN(C)C(=O)c1ccc(-c2ccc3c(c2)CCN(CCN2CCCC2)C3=O)cc1,CHEMBL2031874,Inhibition,%,,INH,,
O=C1c2ccc(-c3ccc(F)cc3)cc2CCN1CCN1CCCCCC1,CHEMBL2031758,Inhibition,%,47.0,INH,%,47.0
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1373,Inhibition,%,,INH,,
CCc1ccc(C(=O)NC(=O)c2ccccc2O)cc1,CHEMBL546284,Inhibition,%,71.0,INH,%,71.0
CN1CCN(C(=O)c2cn(Cc3cncn3Cc3ccc4c(c3)OCO4)cc2-c2cccc3ccccc23)CC1,CHEMBL105592,Inhibition,%,93.9,INH,%,93.9
CN1CCN(C(=O)c2cn(Cc3cncn3Cc3ccc4c(c3)OCO4)cc2-c2cccc3ccccc23)CC1,CHEMBL105592,Inhibition,%,93.5,INH,%,93.5
NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,CHEMBL1373,Inhibition,%,10.0,INH,%,10.0
CCc1ccc2c(c1)c(-c1ccc[nH]c1=O)c(C(=O)O)n2Cc1cc([N+](=O)[O-])ccc1F,CHEMBL2043298,Inhibition,%,,INH,,
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,CHEMBL157101,Inhibition,%,93.0,INH,%,93.0
O=C(/C=C/c1ccc2c(ccn2S(=O)(=O)c2ccccc2)c1)NO,CHEMBL2048746,Inhibition,%,65.0,INH,%,65.0
OC[C@H]1C[C@@H](c2cccc(Cc3ccc(C4CC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,CHEMBL2048487,Inhibition,%,,INH,,
CC(C)(N)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,CHEMBL2048912,Inhibition,%,21.2,INH,%,21.2
Cl.O=C(NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)[C@@H]1CCCN1,CHEMBL2048911,Inhibition,%,35.0,INH,%,35.0
CC(C)(C)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,CHEMBL2048910,Inhibition,%,33.5,INH,%,33.5
CC(C)(C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21)S(C)(=O)=O,CHEMBL2048909,Inhibition,%,49.9,INH,%,49.9
CC(C)(O)C(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21.CS(=O)(=O)O,CHEMBL2048907,Inhibition,%,62.6,INH,%,62.6
CC(=O)NCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,CHEMBL2048906,Inhibition,%,57.0,INH,%,57.0
OCCn1ccc2ncnc(Nc3ccc(Oc4cccc5sncc45)c(Cl)c3)c21,CHEMBL2048905,Inhibition,%,47.2,INH,%,47.2
NC(=O)[C@@H](CCC(F)(F)F)N(CC12CC(c3ncon3)(C1)C2)S(=O)(=O)c1ccc(Cl)cc1,CHEMBL2059813,Inhibition,%,,INH,,
NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(-c2ncon2)cc1F)S(=O)(=O)c1ccc(Cl)cc1,CHEMBL1090771,Inhibition,%,,INH,,
O=C(O)c1n[nH]c2c1C[C@H]1C[C@@H]21,CHEMBL2057618,Inhibition,%,,INH,,
C[C@@H]1[C@@H]2Cc3c(C(=O)O)n[nH]c3[C@H]12,CHEMBL2057614,Inhibition,%,,INH,,
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CCN(C(C)C)C2,CHEMBL1617574,Inhibition,%,33.0,INH,%,33.0
CC(=O)Nc1sc2c(c1-c1nc3ccccc3s1)CNC2,CHEMBL1706858,Inhibition,%,50.0,INH,%,50.0
C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)CO)CC[C@@H]12,CHEMBL2057971,Inhibition,%,,INH,,
Nc1ncc(-c2cn3cc(C(=O)NCCN4CCOCC4)nc3c(N3CCOCC3)n2)cn1,CHEMBL2058169,Inhibition,%,15.0,INH,%,15.0
COCCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,CHEMBL2058167,Inhibition,%,2.0,INH,%,2.0
COCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,CHEMBL2058166,Inhibition,%,2.0,INH,%,2.0
CN(C)CCCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,CHEMBL2058165,Inhibition,%,15.0,INH,%,15.0
CN(C)CCNC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,CHEMBL2058164,Inhibition,%,15.0,INH,%,15.0
NC(=O)c1cn2cc(-c3cnc(N)nc3)nc(N3CCOCC3)c2n1,CHEMBL2058163,Inhibition,%,17.0,INH,%,17.0
CC(C)(C)NS(=O)(=O)c1cncc(-c2ccc3nc(N)nn3c2)c1,CHEMBL2059909,Inhibition,%,,INH,,
CC(C)(C)NS(=O)(=O)c1cncc(-c2cc(F)c3nc(N)nn3c2)c1,CHEMBL2064571,Inhibition,%,,INH,,
CCNC(=O)Nc1ccc(-c2nc3c(c(N4CCOC[C@@H]4C)n2)CS(=O)(=O)CC3)cc1,CHEMBL2063756,Inhibition,%,25.0,INH,%,25.0
